AtcoCode,Bearing,CommonName,CreationDateTime,GrandParentLocalityName,Indicator,Landmark,LocalityName,ModificationDateTime,NaptanCode,Notes,NptgLocalityCode,ParentLocalityName,StopType,Street
1800WA08491,NE,Blackburn Road,2007-11-01T00:00:00,,nr,,Eagley,2007-11-01T00:00:00,MANJWMJA,,E0028365,,BCT,EAGLEY WAY
1800NC35471,SW,Blackburn St,2011-01-20T00:00:00,,adj,PUBLIC BATHS,Radcliffe,2011-01-20T00:00:00,MANDTMDG,indicator amended,E0029232,Bury,BCT,PILKINGTON WAY
1800NC35461,NE,Blackburn St,2011-01-20T00:00:00,,nr,PUBLIC BATHS,Radcliffe,2011-01-20T00:00:00,MANDTMDA,name & indicator amended,E0029232,Bury,BCT,PILKINGTON WAY
1800SB46561,N,Blackcarr Rd,2014-10-03T00:00:00,Manchester,Stop F,FLATS 14-24,Newall Green,2014-10-03T00:00:00,MANGWTMD,INDICATOR AMENDED,E0029129,Wythenshawe,BCT,WENDON RD
1800NC06751,S,Blackford Bridge,2011-01-14T00:00:00,Bury,o/s,HYUNDAI GARAGE,Blackford Bridge,2011-01-14T00:00:00,MANDMWTM,name/indicator amended,E0028555,Hollins,BCT,MANCHESTER RD
1800NC06741,N,Blackford Bridge,2007-11-05T00:00:00,Bury,o/s,BRIDGE,Blackford Bridge,2007-11-05T00:00:00,MANDMWTJ,LOCATION AMENDED,E0028555,Hollins,BCT,MANCHESTER RD
1800NC02091,S,Blackford Brow,2010-04-20T00:00:00,Bury,nr,HOUSE 827,Blackford Bridge,2010-04-20T00:00:00,MANDMJAM,INDICATOR AMENDED,E0028555,Hollins,BCT,MANCHESTER RD
1800NF04171,SE,Blackfriars Bridge,2007-11-01T00:00:00,,on,BRIDGE,Manchester City Centre,2007-11-01T00:00:00,MANGJMWD,,E0057786,Manchester,BCT,BLACKFRIARS ST
1800NF19011,NW,Blackfriars Bridge (Stop ND),2007-11-01T00:00:00,,Adj Bridge,ADJ BRIDGE,Manchester City Centre,2007-11-01T00:00:00,MANGJPMT,,E0057786,Manchester,BCT,BLACKFRIARS ST
1800NB42631,S,Blackley New Rd,2010-04-20T00:00:00,,adj,HAIR SALON,Bowker Vale,2010-04-20T00:00:00,MANDJWPD,INDICATOR AMENDED,E0028588,,BCT,MIDDLETON RD
1800NB42581,N,Blackley New Rd,2010-04-20T00:00:00,,nr,HOUSE 269,Bowker Vale,2010-04-20T00:00:00,MANDJWMJ,INDICATOR AMENDED,E0028588,,BCT,MIDDLETON RD
1800EBH0932,S,Blackrock St,2005-05-24T00:00:00,,Blackrock St - Manipur St,MANIPUR ST,Beswick,2005-05-24T00:00:00,,,E0028544,Manchester,BCT,Blackrock St
1800EBH0931,W,Blackrock Street,2007-11-01T00:00:00,,,MANIPUR ST,Beswick,2007-11-01T00:00:00,,,E0028544,Manchester,BCT,BLACKROCK ST
1800WAR0111,,Blackrod,2005-05-24T00:00:00,,Station Road - Blackrod Bypass,BLACKROD BYPASS,Blackrod,2005-05-24T00:00:00,,,E0052666,,RSE,Station Road
1800WAH3371,S,Blackrod Bypass (to def rte),2010-03-29T00:00:00,,Manchester Rd,MANCHESTER ROAD,Scot Lane End,2010-03-29T00:00:00,,INDICATOR AMENDED,E0029299,Blackrod,BCT,BLACKROD BYPASS
1800WAH3372,N,Blackrod Bypass (to def rte),2010-03-29T00:00:00,,Manchester Rd,MANCHESTER ROAD,Scot Lane End,2010-03-29T00:00:00,,INDICATOR AMENDED,E0029299,Blackrod,BCT,BLACKROD BYPASS
1800WAH3361,SE,Blackrod Bypass (to define route),2007-11-01T00:00:00,,Station Road,STATION ROAD,Blackrod,2007-11-01T00:00:00,,,E0052666,,BCT,BLACKROD BYPASS
1800BLRD0,,Blackrod Rail Station,2005-02-02T00:00:00,,Entrance,,Blackrod,2005-02-02T00:00:00,,,E0052666,,RSE,Station Rd
1800WA20141,NE,Blackrod Station,2014-05-15T00:00:00,,Stop A,HOUSE 175,Blackrod,2014-05-15T00:00:00,MANPDTPA,indicator amended,E0052666,,BCT,STATION ROAD
1800WA20001,SW,Blackrod Station,2014-05-15T00:00:00,,Stop B,HOUSE 202,Blackrod,2014-05-15T00:00:00,MANPDTJA,indicator amended,E0052666,,BCT,STATION ROAD
1800EDH0452,N,Blackshaw Lane,2005-05-24T00:00:00,,Cornish Way - Blackshaw Lane,BLACKSHAW LANE,Heyside,2005-05-24T00:00:00,,,E0028790,,BCT,Cornish Way
1800ED16711,SW,Blackshaw Ln,2007-11-01T00:00:00,,nr,HOUSE 16,Luzley Brook,2007-11-01T00:00:00,MANAPMTA,,E0029031,Royton,BCT,SHAW RD
1800EDH0451,N,Blackshaw Ln,2007-11-01T00:00:00,,,BLACKSHAW LN,Heyside,2007-11-01T00:00:00,,,E0028790,,BCT,CORNISH WAY
1800NE05411,NW,Blackstone Edge Old Rd,2011-01-20T00:00:00,,nr,BAR HOUSE,Lydgate,2011-01-20T00:00:00,MANTGTAT,name amended,E0029033,Littleborough,BCT,HALIFAX RD
1800NE00401,SE,Blackstone Edge Old Rd,2011-01-20T00:00:00,,opp,BAR HOUSE,Lydgate,2011-01-20T00:00:00,MANDWADJ,name amended,E0029033,Littleborough,BCT,HALIFAX RD
1800NE00402,NE,Blackstone Edge Old Road,2006-05-31T00:00:00,,Bar House Opp.,B'STNE E OLD RD,Lydgate,2006-05-31T00:00:00,,,E0029033,Littleborough,BCT,Halifax Road
1800WK08341,E,Blackthorn Ave,2014-02-13T00:00:00,,opp,HOUSE 71,Beech Hill,2014-02-13T00:00:00,MANPWATM,indicator amended,E0028535,Wigan,BCT,BEECH HILL AVE
1800WK08351,W,Blackthorn Ave,2014-02-13T00:00:00,,nr,HOUSE 82,Beech Hill,2014-02-13T00:00:00,MANPWATP,indicator amended,E0028535,Wigan,BCT,BEECH HILL AVE
1800SG40271,W,Blade House,2014-02-25T00:00:00,,o/s,BLADE HOUSE,Heaton Mersey,2014-02-25T00:00:00,MANJMAGW,INDICATOR AMENDED,E0028778,,BCT,BATTERSEA RD
1800WK11161,W,Blake Ave,2016-01-13T00:00:00,,nr,HOUSE 75/77,Hag Fold,2016-01-13T00:00:00,MANTGWAM,STOP LOCATION AMENDED,E0028727,Atherton,BCT,SPA RD
1800WK30531,E,Blake Ave,2016-01-13T00:00:00,,opp,HOUSE 75/77,Hag Fold,2016-01-13T00:00:00,MANPWTWT,STOP LOCATION AMENDED,E0028727,Atherton,BCT,SPA RD
1800WK30532,W,Blake Avenue,2006-05-31T00:00:00,,Wk3053,BLAKE AVE OPP,Hag Fold,2006-05-31T00:00:00,,,E0028727,Atherton,BCT,Spa Road
1800NEH4381,SE,Blanche St (S bnd),2011-01-27T00:00:00,,nr Maud St,Blanche St (S bnd),Buckley,2011-01-27T00:00:00,,,E0028644,Rochdale,BCT,BLANCHE ST
1800NEH0281,NW,Blanche Street (N bnd),2011-01-27T00:00:00,,Foxholes Road,FOXHOLES ROAD,Buckley,2011-01-27T00:00:00,,DIRECTION AMENDED,E0028644,Rochdale,BCT,BLANCHE STREET
1800EH01421,E,Blandford St,2007-11-01T00:00:00,,opp,GARAGES,Stalybridge,2007-11-01T00:00:00,MANAWADM,,E0029366,,BCT,WAKEFIELD RD
1800SG16181,SE,Blazemoss Rd,2014-02-18T00:00:00,,nr,HOUSE 135,Offerton,2014-02-18T00:00:00,MANJDWJG,INDICATOR AMENDED,E0029163,,BCT,BLACKSTONE RD
1800WK22581,N,Bleachworks                 (Chorley Rd),2007-11-01T00:00:00,,Dyers Mill Opp,DYERS MILL OPP,Red Rock,2007-11-01T00:00:00,MANPWMDW,,E0029240,Wigan,BCT,CHORLEY ROAD
1800SB09741,S,Bleak Hey Rd,2010-11-17T00:00:00,Manchester,nr,CHURCH,Peel Hall,2010-11-17T00:00:00,MANGPMTW,STOP MOVEMENT,E0029196,Wythenshawe,BCT,PEEL HALL RD
1800SBH0361,W,Bleak Hey Road,2015-11-22T00:00:00,Manchester,Bleak Hey Road,BLEAK HEY ROAD,Peel Hall,2015-11-22T00:00:00,,HNR LOCATION AMENDED,E0029196,Wythenshawe,BCT,LOMOND ROAD
1800SG35521,N,Bleak House,2014-02-05T00:00:00,,o/s,HOUSE 50,Marple,2014-02-05T00:00:00,MANJGDAM,INDICATOR AMENDED,E0029038,,BCT,STRINES RD
1800WK08061,W,Bleasedale Rd,2014-02-13T00:00:00,Wigan,nr,HOUSE 4,Castle Hill,2014-02-13T00:00:00,MANPWAMW,indicator amended,N0074931,Hindley,BCT,HOLLINS RD
1800WA43921,NE,Blenheim Rd,2014-02-21T00:00:00,,nr,HOUSE 92,Breightmet,2014-02-21T00:00:00,MANPJDTD,indicator amended,E0028603,,BCT,GARSTANG AVE
1800WA43671,S,Blenheim Rd,2014-02-21T00:00:00,,nr,HOUSE 55,Leverhulme Park,2014-02-21T00:00:00,MANPJDGT,indicator amended,N0076727,Breightmet,BCT,LONG LN
1800WAH3151,SE,Blenheim Rd (To def route),2010-12-21T00:00:00,,Garstang Avenue,GARSTANG AVENUE,Breightmet,2010-12-21T00:00:00,,REMOVED,E0028603,,BCT,BLENHEIM ROAD
1800WA11681,E,Blenheim Road,2007-11-01T00:00:00,,opp,HOUSE 565,Roscow Fold,2007-11-01T00:00:00,MANJWTMG,,E0029262,Breightmet,BCT,BURY ROAD
1800NE48791,NW,Blenheim St,2010-10-26T00:00:00,,nr,HOUSE 81,Spotland,2010-10-26T00:00:00,MANGDWGD,LOCATION AMENDED,N0075155,Rochdale,BCT,ROOLEY MOOR RD
1800NE48781,SE,Blenheim St,2015-05-25T00:00:00,,opp,HOUSE 70,Spotland,2015-05-25T00:00:00,MANGDWGA,STOP NAME AMENDED,N0075155,Rochdale,BCT,ROOLEY MOOR RD
1800SJ12461,E,Blessed Thomas Holford,2014-10-09T00:00:00,,o/s,SCHO0L,Altrincham,2014-10-09T00:00:00,MANJTAPT,INDICATOR AMENDED,E0028261,,BCT,URBAN ROAD
1800SJH1771,E,Blessed Thomas Holford School,2007-11-01T00:00:00,,None,Blessed Thomas Holford School,Altrincham,2007-11-01T00:00:00,,,E0028261,,BCT,URBAN ROAD
1800SJH1772,W,Blessed Thomas Holford School,2007-11-01T00:00:00,,None,Blessed Thomas Holford School,Altrincham,2007-11-01T00:00:00,,,E0028261,,BCT,URBAN ROAD
1800WA00371,SW,Blethyn Close,2014-10-14T00:00:00,,nr,HOUSE 435,Daubhill,2014-10-14T00:00:00,MANJWDJP,INDICATOR AMENDED,E0028320,,BCT,ST HELENS ROAD
1800WA00381,NE,Blethyn Street,2014-10-14T00:00:00,,opp,HOUSE 462,Daubhill,2014-10-14T00:00:00,MANJWDJT,INDICATOR AMENDED,E0028320,,BCT,ST HELENS ROAD
1800ED22631,E,Block Ln,2007-11-01T00:00:00,,Stop D,OPP THE DOG INN,Chadderton,2007-11-01T00:00:00,MANATDJD,,E0028692,,BCT,LANSDOWNE RD
1800ED22571,W,Block Ln,2010-04-16T00:00:00,,Stop F,HOUSE 1,Chadderton,2010-04-16T00:00:00,MANATDGJ,INDICATOR AMENDED,E0028692,,BCT,LANSDOWNE RD
1800EB05931,E,Blood Ctr,2010-10-15T00:00:00,,o/s,BLOOD CTR,Chorlton upon Medlock,2010-10-15T00:00:00,MANADPWJ,NAME AMENDED,E0028715,Manchester,BCT,PLYMOUTH GR
1800SGH3791,W,Bloom St (SWbd),2015-10-13T00:00:00,,SW-bound,Bloom St (SWbd),Edgeley,2015-10-13T00:00:00,,,N0074972,,BCT,BLOOM ST
1800SGH0402,N,Bloom Street,2015-10-14T00:00:00,,Bloom Street,BLOOM STREET,Stockport,2015-10-14T00:00:00,,,E0057819,,BCT,GRENVILLE ST
1800NC06461,E,Bloomfield Dr,2007-11-01T00:00:00,Bury,nr,HOUSE 231,Unsworth,2007-11-01T00:00:00,MANDMWGP,,E0029478,Hollins,BCT,SUNNY BANK RD
1800NC06471,W,Bloomfield Dr,2007-11-01T00:00:00,Bury,opp,HOUSE 272,Unsworth,2007-11-01T00:00:00,MANDMWGT,,E0029478,Hollins,BCT,SUNNY BANK RD
1800WA41861,S,Bloomfield Rd,2014-02-27T00:00:00,,nr,HOUSE 57,New Bury,2014-02-27T00:00:00,MANPGPMT,indicator amended,E0029119,Farnworth,BCT,WORSLEY RD
1800WK01201,SW,Bloomfield Rd,2013-05-21T00:00:00,,nr,HOUSE 60,Standish,2013-05-21T00:00:00,MANPMJPT,INDICATOR AMENDED,E0029368,Wigan,BCT,AVONDALE ST
1800SJ40961,SW,Bloomsbury Lane,2015-01-16T00:00:00,,opp,HOUSE 174,Timperley,2015-01-16T00:00:00,MANJTJAM,INDICATOR AMENDED,E0029443,Altrincham,BCT,STOCKPORT ROAD
1800SJ40911,NE,Bloomsbury Lane,2015-01-16T00:00:00,,nr,HOUSE 305,Timperley,2015-01-16T00:00:00,MANJTJAD,INDICATOR AMENDED,E0029443,Altrincham,BCT,STOCKPORT ROAD
1800EB17571,SW,Blue Bell,2010-04-15T00:00:00,,opp,CEMETERY,Moston,2010-04-15T00:00:00,MANAGJMA,INDICATOR AMENDED,N0075088,Manchester,BCT,MOSTON LN
1800NF28531,NE,Blue Bell,2007-11-01T00:00:00,Salford,Stop C,BLUE BELL HOTEL,Monton,2007-11-01T00:00:00,MANGMDAD,,E0029078,Eccles,BCT,MONTON GREEN
1800EB17551,NE,Blue Bell,2010-04-15T00:00:00,,o/s,BLUEBELL,Moston,2010-04-15T00:00:00,MANAGJGW,INDICATOR AMENDED,N0075088,Manchester,BCT,MOSTON LN
1800WA34631,NW,Blue Bell Cottages,2014-03-03T00:00:00,,opp,,Four Gates,2014-03-03T00:00:00,MANPGJTD,indicator amended,E0028420,,BCT,CHORLEY RD
1800WA34621,SE,Blue Bell Cottages,2014-03-03T00:00:00,,o/s,HOUSE 286,Four Gates,2014-03-03T00:00:00,MANPGJTA,indicator amended,E0028420,,BCT,CHORLEY RD
1800WA16361,W,Blue Boar,2007-11-01T00:00:00,,opp,BAKERY,Bolton,2007-11-01T00:00:00,MANPAWDM,,E0057777,,BCT,DEANSGATE
1800ED19291,NE,Blue Coat Sch,2010-10-18T00:00:00,,o/s,SCHOOL,Oldham Mumps,2010-10-18T00:00:00,MANAPWMD,INDICATOR AMENDED,N0075108,Oldham,BCT,EGERTON ST
1800WK07241,SW,Bluebell Ave,2014-02-13T00:00:00,,adj,HOUSE 40,Beech Hill,2014-02-13T00:00:00,MANPTWPW,indicator amended,E0028535,Wigan,BCT,ACACIA CRES
1800WK09721,NE,Bluebell Ave,2014-02-13T00:00:00,,nr,HOUSE 73,Beech Hill,2014-02-13T00:00:00,MANTGTAJ,indicator amended,E0028535,Wigan,BCT,ACACIA CRES
1800WK07242,S,Bluebell Avenue,2006-05-31T00:00:00,,Wk0724,BLUEBELL AVE,Beech Hill,2006-05-31T00:00:00,,,E0028535,Wigan,BCT,Acacia Crescent
1800EH38801,E,Bluebell Cl,2007-11-01T00:00:00,,nr,,Newton,2007-11-01T00:00:00,MANDGJPG,,N0075097,Hyde,BCT,TALBOT RD
1800EH13491,NE,Bluebell Ctr,2008-04-11T00:00:00,,opp,,Hyde,2008-04-11T00:00:00,MANTJATJ,INDICATOR ADDED,E0028879,,BCT,STOCKPORT RD
1800EH13371,SW,Bluebell Ctr,2008-04-11T00:00:00,,o/s,BLUEBELL CENTRE,Hyde,2008-04-11T00:00:00,MANTJATG,INDICATOR ADDED,E0028879,,BCT,STOCKPORT RD
1800EBH0231,E,Bluestone Road (to define route),2007-11-01T00:00:00,,Kenyon Lane,KENYON LANE,Moston,2007-11-01T00:00:00,,,N0075088,Manchester,BCT,BLUESTONE ROAD
1800EBH0232,W,Bluestone Road (to define route),2007-11-01T00:00:00,,Kenyon Lane,KENYON LANE,Moston,2007-11-01T00:00:00,,,N0075088,Manchester,BCT,BLUESTONE ROAD
1800WA14261,W,Blundell Arms,2010-03-30T00:00:00,,opp,BLUNDELLARMS,Bottom o'th' Moor,2010-03-30T00:00:00,MANPAMGW,INDICATOR AMENDED,N0077435,Horwich,BCT,CHORLEY OLD RD
1800WA14251,E,Blundell Arms,2010-03-30T00:00:00,,o/s,BLUNDELL ARMS,Bottom o'th' Moor,2010-03-30T00:00:00,MANPAMGT,INDICATOR AMENDED,N0077435,Horwich,BCT,CHORLEY OLD RD
1800WA33971,N,Blundell Ln,2014-04-23T00:00:00,,nr,,Little Scotland,2014-04-23T00:00:00,MANPGDMP,indicator amended,E0028983,Blackrod,BCT,LITTLE SCOTLAND
1800WA33961,S,Blundell Ln,2014-04-23T00:00:00,,opp,HOUSE 26,Little Scotland,2014-04-23T00:00:00,MANPGDMJ,indicator amended,E0028983,Blackrod,BCT,LITTLE SCOTLAND
1800NFH0951,E,bnd (to def route),2007-11-01T00:00:00,Salford,Gilda Brook Rd,GILDA BROOK RD,Ellesmere Park,2007-11-01T00:00:00,,,E0028378,Eccles,BCT,M602 MOTORWAY
1800NCH2191,N,Bnd),2007-11-01T00:00:00,Bury,nr,KERSAL ROAD OPP,Rainsough Brow,2007-11-01T00:00:00,,,E0029234,Prestwich,BCT,RAINSOUGH BROW
1800SBH1611,NE,bnd)(to def route),2007-11-01T00:00:00,Manchester,Opp Pub,Portland Street (e/bnd)(to def route),Piccadilly Gardens,2007-11-01T00:00:00,,,N0075071,Manchester City Centre,BCT,PORTLAND STREET
1800SJH2401,N,bnd)(to def route),2007-11-01T00:00:00,,On Bridge,ON BRIDGE,Trafford Park,2007-11-01T00:00:00,,,E0029470,,BCT,CENTENARY WAY
1800NEH4291,SW,bnd)(to def rte),2010-03-29T00:00:00,,Service Station,CAR PARK,Birch,2010-03-29T00:00:00,,NAME AMENDED,E0028548,Middleton,BCT,INTERNAL ROAD
1800NEH4301,NE,bnd)(to def rte),2010-03-29T00:00:00,,Service Station,CAR PARK,Birch,2010-03-29T00:00:00,,NAME AMENDED,E0028548,Middleton,BCT,INTERNAL ROAD
1800WK10591,E,Boar's Head,2014-02-12T00:00:00,Wigan,nr,HOUSE 221,Boars Head,2014-02-12T00:00:00,MANPWJDP,indicator amended,E0028561,Standish,BCT,WIGAN RD
1800NEH2381,NW,Boardman Lane (NW bnd),2011-02-04T00:00:00,,Manchester Road,MANCHESTER ROAD,Rhodes,2011-02-04T00:00:00,,DIRECTION AMENDED,E0029248,Middleton,BCT,BOARDMAN LANE
1800NE48391,E,Boardman Ln,2007-11-01T00:00:00,,nr,HOUSE 640,Rhodes,2007-11-01T00:00:00,MANGDTJP,,E0029248,Middleton,BCT,M/CR OLD ROAD
1800NE48381,W,Boardman Ln,2007-11-01T00:00:00,,opp,HOUSE 657,Rhodes,2007-11-01T00:00:00,MANGDTJM,,E0029248,Middleton,BCT,M/CR OLD R
1800WK22801,W,Boars Head,2014-02-12T00:00:00,Wigan,nr,HOUSE 330,Boars Head,2014-02-12T00:00:00,MANPWMPW,indicator amended,E0028561,Standish,BCT,WIGAN RD
1800WKH4131,SE,Boars Head Avenue,2007-11-01T00:00:00,Wigan,Nr House 23,Boars Head Avenue,Boars Head,2007-11-01T00:00:00,,,E0028561,Standish,BCT,BOARS HEAD AVE
1800WKH4122,SW,Boars Head Avenue,2007-11-01T00:00:00,Wigan,Nr House 2,Boars Head Avenue,Boars Head,2007-11-01T00:00:00,,,E0028561,Standish,BCT,BOARS HEAD AVE
1800WKH4132,NW,Boars Head Avenue,2007-11-01T00:00:00,Wigan,Nr House 23,Boars Head Avenue,Boars Head,2007-11-01T00:00:00,,,E0028561,Standish,BCT,BOARS HEAD AVE
1800WKH4121,NE,Boars Head Avenue,2007-11-01T00:00:00,Wigan,Nr House 2,Boars Head Avenue,Boars Head,2007-11-01T00:00:00,,,E0028561,Standish,BCT,BOARS HEAD AVE
1800WKH4791,N,Boars Head Avenue (North bnd),2015-05-11T00:00:00,Wigan,,Boars Head Avenue (North bnd),Boars Head,2015-05-11T00:00:00,,,E0028561,Standish,BCT,BOARS HEAD AVE
1800WKH4781,W,Boars Head Avenue (SW bnd),2015-05-11T00:00:00,Wigan,,Boars Head Avenue (SW bnd),Boars Head,2015-05-11T00:00:00,,,E0028561,Standish,BCT,BOARS HEAD AVE
1800NEH4861,SW,Boarshaw Lane (SW bnd),2011-02-09T00:00:00,,nr Cemetery,Boarshaw Lane (SW bnd),Boarshaw,2011-02-09T00:00:00,,,E0028562,Middleton,BCT,BAOARSHAW LANE
1800NE00831,NW,Boarshaw Rd,2010-04-24T00:00:00,,nr,CHURCH HALL,Boarshaw,2010-04-24T00:00:00,MANDWAMJ,INDICATOR AMENDED,E0028562,Middleton,BCT,STANYCLIFFE LN
1800NE08281,S,Boarshaw Rd,2010-04-24T00:00:00,,opp,HOUSE 124,Boarshaw,2010-04-24T00:00:00,MANDWPDG,INDICATOR AMENDED,E0028562,Middleton,BCT,GREEN LN
1800NEH3181,NE,Boarshaw Rd (Ebd - to def route),2007-11-01T00:00:00,,Stanycliffe La,STANYCLIFFE LA,Boarshaw,2007-11-01T00:00:00,,,E0028562,Middleton,BCT,BOARSHAW ROAD
1800NEH4851,NE,Boarshaw Rd (NE bnd),2011-02-09T00:00:00,,Nr Cemetery,Boarshaw Rd (NE bnd),Boarshaw,2011-02-09T00:00:00,,,E0028562,Middleton,BCT,BOARSHAW RD
1800NEH0701,SE,Boarshaw Road,2007-11-01T00:00:00,,Boarshaw Road,BOARSHAW ROAD,Boarshaw,2007-11-01T00:00:00,,,E0028562,Middleton,BCT,CLOUGH ROAD
1800NEH0702,NW,Boarshaw Road,2007-11-01T00:00:00,,Boarshaw Road,BOARSHAW ROAD,Boarshaw,2007-11-01T00:00:00,,,E0028562,Middleton,BCT,CLOUGH ROAD
1800EDH3181,E,Boarshurst Lane,2007-11-01T00:00:00,,Park Lane,PARK LANE,Greenfield,2007-11-01T00:00:00,,,E0028472,,BCT,BOARSHURST LANE
1800EDH3182,W,Boarshurst Lane,2007-11-01T00:00:00,,Park Lane,PARK LANE,Greenfield,2007-11-01T00:00:00,,,E0028472,,BCT,BOARSHURST LANE
1800ED19911,NE,Boat & Horses,2010-04-16T00:00:00,,o/s,COSTCO,White Gate,2010-04-16T00:00:00,MANATAPJ,INDICATOR AMENDED,E0029538,Chadderton,BCT,BROADWAY
1800ED19921,SW,Boat & Horses,2010-09-23T00:00:00,,opp,HOUSE 431,White Gate,2010-09-23T00:00:00,MANATAPM,STOP MOVED,E0029538,Chadderton,BCT,BROADWAY
1800EB14651,E,Bob Massey Cl,2008-03-26T00:00:00,,nr,HOUSE 1,Openshaw,2008-03-26T00:00:00,MANAGJDM,INDICATOR AMENDED,E0029173,Manchester,BCT,GREENSIDE ST
1800NFH0251,N,Boddington Road,2007-11-01T00:00:00,Salford,Brereton Road,BRERETON ROAD,Brookhouse Estate,2007-11-01T00:00:00,,,N0074917,Eccles,BCT,BODDINGTON ROAD
1800NFH0232,E,Boddington Road,2007-11-01T00:00:00,Salford,Boddington Road,BODDINGTON ROAD,Brookhouse Estate,2007-11-01T00:00:00,,,N0074917,Eccles,BCT,STANNARD ROAD
1800NFH0252,S,Boddington Road,2007-11-01T00:00:00,Salford,Brereton Road,BRERETON ROAD,Brookhouse Estate,2007-11-01T00:00:00,,,N0074917,Eccles,BCT,BODDINGTON ROAD
1800NFH0231,W,Boddington Road,2007-11-01T00:00:00,Salford,Boddington Road,BODDINGTON ROAD,Brookhouse Estate,2007-11-01T00:00:00,,,N0074917,Eccles,BCT,STANNARD ROAD
1800WK31431,N,Bodmin Rd,2007-11-01T00:00:00,,nr,HOUSE 54,Astley,2007-11-01T00:00:00,MANTAGTW,,N0074884,Leigh,BCT,HOUGH LN
1800WK31421,S,Bodmin Rd,2007-11-01T00:00:00,,opp,HOUSE 77,Astley,2007-11-01T00:00:00,MANTAGTP,,N0074884,Leigh,BCT,HOUGH LN
1800EB11681,E,Boggart Hole Clough,2011-03-25T00:00:00,,o/s,PARK,Blackley,2011-03-25T00:00:00,MANAGATM,NAME AMENDED,E0028557,Manchester,BCT,CHARLESTOWN RD
1800EB11691,W,Boggart Hole Clough,2011-03-25T00:00:00,,opp,PARK,Blackley,2011-03-25T00:00:00,MANAGATP,NAME AMENDED,E0028557,Manchester,BCT,CHARLESTOWN RD
1800SG16191,E,Bolderstone Pl,2014-02-18T00:00:00,,nr,HOUSE 76,Offerton,2014-02-18T00:00:00,MANJDWJM,INDICATOR AMENDED,E0029163,,BCT,ALFRETON RD
1800SGH2262,E,Bolshaw Road,2007-11-01T00:00:00,,Wilmslow Road,WILMSLOW ROAD,Heald Green,2007-11-01T00:00:00,,,N0075002,,BCT,BOLSHAW ROAD
1800SGH0662,E,Bolshaw Road,2007-11-01T00:00:00,,Greta Avenue,GRETA AVENUE,Heald Green,2007-11-01T00:00:00,,,N0075002,,BCT,BOLSHAW ROAD
1800SGH2261,W,Bolshaw Road,2007-11-01T00:00:00,,Wilmslow Road,WILMSLOW ROAD,Heald Green,2007-11-01T00:00:00,,,N0075002,,BCT,BOLSHAW ROAD
1800SGH0661,W,Bolshaw Road,2007-11-01T00:00:00,,Greta Avenue,GRETA AVENUE,Heald Green,2007-11-01T00:00:00,,,N0075002,,BCT,BOLSHAW ROAD
1800WAT0961,,Bolton - Bark Street East,2004-09-14T00:00:00,,Bark St East - Bridge St,BRIDGE ST,Bolton,2004-09-14T00:00:00,,,E0057777,,TXR,Bark St East
1800WAT0981,,Bolton - Bradshawgate,2004-09-14T00:00:00,,Bradshawgate - Nelson Sq,NELSON SQ,Bolton,2004-09-14T00:00:00,,,E0057777,,TXR,Bradshawgate
1800WAT0971,,Bolton - Bradshawgate,2004-09-14T00:00:00,,Bradshawgate - Princess St,PRINCESS ST,Bolton,2004-09-14T00:00:00,,,E0057777,,TXR,Bradshawgate
1800WAT1001,,Bolton - Churchgate,2004-09-14T00:00:00,,Churchgate - Bank St,BANK ST,Bolton,2004-09-14T00:00:00,,,E0057777,,TXR,Chuchgate
1800WAT1011,,Bolton - Dawes Street,2004-09-14T00:00:00,,Dawes St - Gt Moor Street,GT MOOR ST,Bolton,2004-09-14T00:00:00,,,E0057777,,TXR,Dawes St
1800WAT1021,,Bolton - Howell Croft North,2004-09-14T00:00:00,,Howell Croft Nth - Le Mans Cres,LE MANS CRES,Bolton,2004-09-14T00:00:00,,,E0057777,,TXR,Howell Croft Nth
1800WAT1031,,Bolton - Knowsley Street,2004-09-14T00:00:00,,Knowsley St - Market Hall,MARKET HALL,Bolton,2004-09-14T00:00:00,,,E0057777,,TXR,Knowsley St
1800WAT1041,,Bolton - Manor Street,2004-09-14T00:00:00,,Manor St - Brown St,BROWN ST,Bolton,2004-09-14T00:00:00,,,E0057777,,TXR,Manor St
1800WAT1051,,Bolton - Nelson Square North,2004-09-14T00:00:00,,Nelson Sq North - Bradshawgate,BRADSHAWGATE,Bolton,2004-09-14T00:00:00,,,E0057777,,TXR,Nelson Sq North
1800WAT1071,,Bolton - Spa Road,2004-09-14T00:00:00,,Spa Rd - Garside St,GARSIDE ST,Bolton,2004-09-14T00:00:00,,,E0057777,,TXR,Spar Rd
1800WAT1091,,Bolton - Victoria Square North,2004-09-14T00:00:00,,Victoria Sq North - Howell Croft Nth,HOWELL CROFT NTH,Bolton,2004-09-14T00:00:00,,,E0057777,,TXR,Victoria Sq North
1800WK30641,S,Bolton Boundary,2007-11-05T00:00:00,,nr,HOUSE 289,Hag Fold,2007-11-05T00:00:00,MANTADJG,LOCATION AMENDED,E0028727,Atherton,BCT,NEWBROOK RD
1800WK35791,N,Bolton Boundary,2007-11-01T00:00:00,,nr,FIELD,Atherton,2007-11-01T00:00:00,MANTAWJA,,E0028499,,BCT,SCHOFIELD LN
