Site,LocationName,BRCYear,BRCMonthName,BRCWeekNum,DayName,Date,Hour,InCount,OutCount,ReportCount,FactoredInCount,FactoredOutCount,FactoredReportCount,LocationGroup
Leeds Originals,Briggate at McDonalds	,2020,August,32,Sunday,09-Aug-20,07:00,63,0,63,63,0,63,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Sunday,09-Aug-20,08:00,95,0,95,95,0,95,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Sunday,09-Aug-20,09:00,140,0,140,140,0,140,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Sunday,09-Aug-20,10:00,331,0,331,331,0,331,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Sunday,09-Aug-20,11:00,577,0,577,577,0,577,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Sunday,09-Aug-20,12:00,749,0,749,749,0,749,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Sunday,09-Aug-20,13:00,793,0,793,793,0,793,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Sunday,09-Aug-20,14:00,707,0,707,707,0,707,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Sunday,09-Aug-20,15:00,675,0,675,675,0,675,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Sunday,09-Aug-20,16:00,534,0,534,534,0,534,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Sunday,09-Aug-20,17:00,323,0,323,323,0,323,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Sunday,09-Aug-20,18:00,230,0,230,230,0,230,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Sunday,09-Aug-20,19:00,227,0,227,227,0,227,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Sunday,09-Aug-20,20:00,151,0,151,151,0,151,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Sunday,09-Aug-20,21:00,90,0,90,90,0,90,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Sunday,09-Aug-20,22:00,66,0,66,66,0,66,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Sunday,09-Aug-20,23:00,45,0,45,45,0,45,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Monday,03-Aug-20,00:00,17,0,17,17,0,17,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Monday,03-Aug-20,01:00,9,0,9,9,0,9,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Monday,03-Aug-20,02:00,15,0,15,15,0,15,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Monday,03-Aug-20,03:00,12,0,12,12,0,12,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Monday,03-Aug-20,04:00,18,0,18,18,0,18,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Monday,03-Aug-20,05:00,44,0,44,44,0,44,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Monday,03-Aug-20,06:00,103,0,103,103,0,103,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Monday,03-Aug-20,07:00,215,0,215,215,0,215,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Monday,03-Aug-20,08:00,414,0,414,414,0,414,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Monday,03-Aug-20,09:00,518,0,518,518,0,518,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Monday,03-Aug-20,10:00,919,0,919,919,0,919,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Monday,03-Aug-20,11:00,1382,0,1382,1382,0,1382,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Monday,03-Aug-20,12:00,1994,0,1994,1994,0,1994,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Monday,03-Aug-20,13:00,2006,0,2006,2006,0,2006,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Monday,03-Aug-20,14:00,1902,0,1902,1902,0,1902,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Monday,03-Aug-20,15:00,1568,0,1568,1568,0,1568,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Monday,03-Aug-20,16:00,1412,0,1412,1412,0,1412,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Monday,03-Aug-20,17:00,1163,0,1163,1163,0,1163,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Monday,03-Aug-20,18:00,836,0,836,836,0,836,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Monday,03-Aug-20,19:00,421,0,421,421,0,421,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Monday,03-Aug-20,20:00,337,0,337,337,0,337,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Monday,03-Aug-20,21:00,233,0,233,233,0,233,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Monday,03-Aug-20,22:00,135,0,135,135,0,135,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Monday,03-Aug-20,23:00,72,0,72,72,0,72,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Tuesday,04-Aug-20,00:00,44,0,44,44,0,44,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Tuesday,04-Aug-20,01:00,15,0,15,15,0,15,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Tuesday,04-Aug-20,02:00,5,0,5,5,0,5,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Tuesday,04-Aug-20,03:00,1,0,1,1,0,1,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Tuesday,04-Aug-20,04:00,18,0,18,18,0,18,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Tuesday,04-Aug-20,05:00,38,0,38,38,0,38,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Tuesday,04-Aug-20,06:00,107,0,107,107,0,107,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Tuesday,04-Aug-20,07:00,192,0,192,192,0,192,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Tuesday,04-Aug-20,08:00,378,0,378,378,0,378,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Tuesday,04-Aug-20,09:00,476,0,476,476,0,476,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Tuesday,04-Aug-20,10:00,716,0,716,716,0,716,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Tuesday,04-Aug-20,11:00,1102,0,1102,1102,0,1102,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Tuesday,04-Aug-20,12:00,1447,0,1447,1447,0,1447,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Tuesday,04-Aug-20,13:00,1834,0,1834,1834,0,1834,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Tuesday,04-Aug-20,14:00,1598,0,1598,1598,0,1598,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Tuesday,04-Aug-20,15:00,1697,0,1697,1697,0,1697,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Tuesday,04-Aug-20,16:00,1552,0,1552,1552,0,1552,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Tuesday,04-Aug-20,17:00,1136,0,1136,1136,0,1136,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Tuesday,04-Aug-20,18:00,874,0,874,874,0,874,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Tuesday,04-Aug-20,19:00,550,0,550,550,0,550,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Tuesday,04-Aug-20,20:00,293,0,293,293,0,293,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Tuesday,04-Aug-20,21:00,188,0,188,188,0,188,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Tuesday,04-Aug-20,22:00,133,0,133,133,0,133,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Tuesday,04-Aug-20,23:00,68,0,68,68,0,68,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Wednesday,05-Aug-20,00:00,52,0,52,52,0,52,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Wednesday,05-Aug-20,01:00,12,0,12,12,0,12,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Wednesday,05-Aug-20,02:00,6,0,6,6,0,6,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Wednesday,05-Aug-20,03:00,22,0,22,22,0,22,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Wednesday,05-Aug-20,04:00,12,0,12,12,0,12,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Wednesday,05-Aug-20,05:00,37,0,37,37,0,37,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Wednesday,05-Aug-20,06:00,83,0,83,83,0,83,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Wednesday,05-Aug-20,07:00,176,0,176,176,0,176,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Wednesday,05-Aug-20,08:00,395,0,395,395,0,395,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Wednesday,05-Aug-20,09:00,570,0,570,570,0,570,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Wednesday,05-Aug-20,10:00,933,0,933,933,0,933,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Wednesday,05-Aug-20,11:00,1387,0,1387,1387,0,1387,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Wednesday,05-Aug-20,12:00,1982,0,1982,1982,0,1982,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Wednesday,05-Aug-20,13:00,2171,0,2171,2171,0,2171,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Wednesday,05-Aug-20,14:00,1804,0,1804,1804,0,1804,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Wednesday,05-Aug-20,15:00,1686,0,1686,1686,0,1686,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Wednesday,05-Aug-20,16:00,1416,0,1416,1416,0,1416,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Wednesday,05-Aug-20,17:00,1120,0,1120,1120,0,1120,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Wednesday,05-Aug-20,18:00,831,0,831,831,0,831,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Wednesday,05-Aug-20,19:00,611,0,611,611,0,611,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Wednesday,05-Aug-20,20:00,338,0,338,338,0,338,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Wednesday,05-Aug-20,21:00,189,0,189,189,0,189,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Wednesday,05-Aug-20,22:00,160,0,160,160,0,160,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Wednesday,05-Aug-20,23:00,97,0,97,97,0,97,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Thursday,06-Aug-20,00:00,41,0,41,41,0,41,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Thursday,06-Aug-20,01:00,15,0,15,15,0,15,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Thursday,06-Aug-20,02:00,4,0,4,4,0,4,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Thursday,06-Aug-20,03:00,7,0,7,7,0,7,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Thursday,06-Aug-20,04:00,22,0,22,22,0,22,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Thursday,06-Aug-20,05:00,28,0,28,28,0,28,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Thursday,06-Aug-20,06:00,100,0,100,100,0,100,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Thursday,06-Aug-20,07:00,190,0,190,190,0,190,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Thursday,06-Aug-20,08:00,390,0,390,390,0,390,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Thursday,06-Aug-20,09:00,670,0,670,670,0,670,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Thursday,06-Aug-20,10:00,897,0,897,897,0,897,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Thursday,06-Aug-20,11:00,1298,0,1298,1298,0,1298,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Thursday,06-Aug-20,12:00,1887,0,1887,1887,0,1887,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Thursday,06-Aug-20,13:00,2126,0,2126,2126,0,2126,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Thursday,06-Aug-20,14:00,1676,0,1676,1676,0,1676,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Thursday,06-Aug-20,15:00,1679,0,1679,1679,0,1679,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Thursday,06-Aug-20,16:00,1344,0,1344,1344,0,1344,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Thursday,06-Aug-20,17:00,1161,0,1161,1161,0,1161,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Thursday,06-Aug-20,18:00,741,0,741,741,0,741,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Thursday,06-Aug-20,19:00,406,0,406,406,0,406,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Thursday,06-Aug-20,20:00,263,0,263,263,0,263,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Thursday,06-Aug-20,21:00,179,0,179,179,0,179,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Thursday,06-Aug-20,22:00,149,0,149,149,0,149,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Thursday,06-Aug-20,23:00,108,0,108,108,0,108,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Friday,07-Aug-20,00:00,70,0,70,70,0,70,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Friday,07-Aug-20,01:00,8,0,8,8,0,8,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Friday,07-Aug-20,02:00,8,0,8,8,0,8,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Friday,07-Aug-20,03:00,21,0,21,21,0,21,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Friday,07-Aug-20,04:00,11,0,11,11,0,11,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Friday,07-Aug-20,05:00,42,0,42,42,0,42,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Friday,07-Aug-20,06:00,107,0,107,107,0,107,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Friday,07-Aug-20,07:00,172,0,172,172,0,172,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Friday,07-Aug-20,08:00,410,0,410,410,0,410,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Friday,07-Aug-20,09:00,574,0,574,574,0,574,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Friday,07-Aug-20,10:00,979,0,979,979,0,979,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Friday,07-Aug-20,11:00,1206,0,1206,1206,0,1206,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Friday,07-Aug-20,12:00,1674,0,1674,1674,0,1674,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Friday,07-Aug-20,13:00,1635,0,1635,1635,0,1635,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Friday,07-Aug-20,14:00,1653,0,1653,1653,0,1653,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Friday,07-Aug-20,15:00,1434,0,1434,1434,0,1434,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Friday,07-Aug-20,16:00,1369,0,1369,1369,0,1369,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Friday,07-Aug-20,17:00,1248,0,1248,1248,0,1248,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Friday,07-Aug-20,18:00,743,0,743,743,0,743,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Friday,07-Aug-20,19:00,468,0,468,468,0,468,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Friday,07-Aug-20,20:00,358,0,358,358,0,358,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Friday,07-Aug-20,21:00,185,0,185,185,0,185,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Friday,07-Aug-20,22:00,244,0,244,244,0,244,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Friday,07-Aug-20,23:00,239,0,239,239,0,239,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Saturday,08-Aug-20,00:00,166,0,166,166,0,166,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Saturday,08-Aug-20,01:00,89,0,89,89,0,89,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Saturday,08-Aug-20,02:00,43,0,43,43,0,43,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Saturday,08-Aug-20,03:00,19,0,19,19,0,19,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Saturday,08-Aug-20,04:00,13,0,13,13,0,13,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Saturday,08-Aug-20,05:00,24,0,24,24,0,24,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Saturday,08-Aug-20,06:00,71,0,71,71,0,71,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Saturday,08-Aug-20,07:00,138,0,138,138,0,138,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Saturday,08-Aug-20,08:00,331,0,331,331,0,331,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Saturday,08-Aug-20,09:00,468,0,468,468,0,468,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Saturday,08-Aug-20,10:00,719,0,719,719,0,719,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Saturday,08-Aug-20,11:00,1164,0,1164,1164,0,1164,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Saturday,08-Aug-20,12:00,1706,0,1706,1706,0,1706,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Saturday,08-Aug-20,13:00,1365,0,1365,1365,0,1365,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Saturday,08-Aug-20,14:00,1656,0,1656,1656,0,1656,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Saturday,08-Aug-20,15:00,2000,0,2000,2000,0,2000,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Saturday,08-Aug-20,16:00,1603,0,1603,1603,0,1603,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Saturday,08-Aug-20,17:00,1419,0,1419,1419,0,1419,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Saturday,08-Aug-20,18:00,871,0,871,871,0,871,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Saturday,08-Aug-20,19:00,542,0,542,542,0,542,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Saturday,08-Aug-20,20:00,427,0,427,427,0,427,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Saturday,08-Aug-20,21:00,334,0,334,334,0,334,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Saturday,08-Aug-20,22:00,253,0,253,253,0,253,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Saturday,08-Aug-20,23:00,188,0,188,188,0,188,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Sunday,09-Aug-20,00:00,212,0,212,212,0,212,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Sunday,09-Aug-20,01:00,95,0,95,95,0,95,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Sunday,09-Aug-20,02:00,53,0,53,53,0,53,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Sunday,09-Aug-20,03:00,14,0,14,14,0,14,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Sunday,09-Aug-20,04:00,18,0,18,18,0,18,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Sunday,09-Aug-20,05:00,26,0,26,26,0,26,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Sunday,09-Aug-20,06:00,66,0,66,66,0,66,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Sunday,09-Aug-20,07:00,50,0,50,50,0,50,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Sunday,09-Aug-20,08:00,74,0,74,74,0,74,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Sunday,09-Aug-20,09:00,152,0,152,152,0,152,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Sunday,09-Aug-20,10:00,467,0,467,467,0,467,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Sunday,09-Aug-20,11:00,1081,0,1081,1081,0,1081,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Sunday,09-Aug-20,12:00,1557,0,1557,1557,0,1557,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Sunday,09-Aug-20,13:00,1630,0,1630,1630,0,1630,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Sunday,09-Aug-20,14:00,1641,0,1641,1641,0,1641,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Sunday,09-Aug-20,15:00,1483,0,1483,1483,0,1483,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Sunday,09-Aug-20,16:00,1142,0,1142,1142,0,1142,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Sunday,09-Aug-20,17:00,512,0,512,512,0,512,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Sunday,09-Aug-20,18:00,301,0,301,301,0,301,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Sunday,09-Aug-20,19:00,197,0,197,197,0,197,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Sunday,09-Aug-20,20:00,144,0,144,144,0,144,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Sunday,09-Aug-20,21:00,124,0,124,124,0,124,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Sunday,09-Aug-20,22:00,63,0,63,63,0,63,No Group
Leeds Originals,Commercial Street at Sharps,2020,August,32,Sunday,09-Aug-20,23:00,45,0,45,45,0,45,No Group
Leeds Originals,Dortmund Square,2020,August,32,Monday,03-Aug-20,00:00,1,0,1,1,0,1,No Group
Leeds Originals,Dortmund Square,2020,August,32,Monday,03-Aug-20,01:00,0,0,0,0,0,0,No Group
Leeds Originals,Dortmund Square,2020,August,32,Monday,03-Aug-20,02:00,3,0,3,3,0,3,No Group
Leeds Originals,Dortmund Square,2020,August,32,Monday,03-Aug-20,03:00,0,0,0,0,0,0,No Group
Leeds Originals,Dortmund Square,2020,August,32,Monday,03-Aug-20,04:00,7,0,7,7,0,7,No Group
Leeds Originals,Dortmund Square,2020,August,32,Monday,03-Aug-20,05:00,18,0,18,18,0,18,No Group
Leeds Originals,Dortmund Square,2020,August,32,Monday,03-Aug-20,06:00,15,0,15,15,0,15,No Group
Leeds Originals,Dortmund Square,2020,August,32,Monday,03-Aug-20,07:00,41,0,41,41,0,41,No Group
Leeds Originals,Dortmund Square,2020,August,32,Monday,03-Aug-20,08:00,96,0,96,96,0,96,No Group
Leeds Originals,Dortmund Square,2020,August,32,Monday,03-Aug-20,09:00,209,0,209,209,0,209,No Group
Leeds Originals,Dortmund Square,2020,August,32,Monday,03-Aug-20,10:00,322,0,322,322,0,322,No Group
Leeds Originals,Dortmund Square,2020,August,32,Monday,03-Aug-20,11:00,515,0,515,515,0,515,No Group
Leeds Originals,Dortmund Square,2020,August,32,Monday,03-Aug-20,12:00,598,0,598,598,0,598,No Group
Leeds Originals,Dortmund Square,2020,August,32,Monday,03-Aug-20,13:00,703,0,703,703,0,703,No Group
Leeds Originals,Dortmund Square,2020,August,32,Monday,03-Aug-20,14:00,667,0,667,667,0,667,No Group
Leeds Originals,Dortmund Square,2020,August,32,Monday,03-Aug-20,15:00,701,0,701,701,0,701,No Group
Leeds Originals,Dortmund Square,2020,August,32,Monday,03-Aug-20,16:00,587,0,587,587,0,587,No Group
Leeds Originals,Dortmund Square,2020,August,32,Monday,03-Aug-20,17:00,492,0,492,492,0,492,No Group
Leeds Originals,Dortmund Square,2020,August,32,Monday,03-Aug-20,18:00,337,0,337,337,0,337,No Group
Leeds Originals,Dortmund Square,2020,August,32,Monday,03-Aug-20,19:00,168,0,168,168,0,168,No Group
Leeds Originals,Dortmund Square,2020,August,32,Monday,03-Aug-20,20:00,96,0,96,96,0,96,No Group
Leeds Originals,Dortmund Square,2020,August,32,Monday,03-Aug-20,21:00,51,0,51,51,0,51,No Group
Leeds Originals,Dortmund Square,2020,August,32,Monday,03-Aug-20,22:00,18,0,18,18,0,18,No Group
Leeds Originals,Dortmund Square,2020,August,32,Monday,03-Aug-20,23:00,7,0,7,7,0,7,No Group
Leeds Originals,Dortmund Square,2020,August,32,Tuesday,04-Aug-20,00:00,0,0,0,0,0,0,No Group
Leeds Originals,Dortmund Square,2020,August,32,Tuesday,04-Aug-20,01:00,1,0,1,1,0,1,No Group
Leeds Originals,Dortmund Square,2020,August,32,Tuesday,04-Aug-20,02:00,0,0,0,0,0,0,No Group
Leeds Originals,Dortmund Square,2020,August,32,Tuesday,04-Aug-20,03:00,0,0,0,0,0,0,No Group
Leeds Originals,Dortmund Square,2020,August,32,Tuesday,04-Aug-20,04:00,1,0,1,1,0,1,No Group
Leeds Originals,Dortmund Square,2020,August,32,Tuesday,04-Aug-20,05:00,5,0,5,5,0,5,No Group
Leeds Originals,Dortmund Square,2020,August,32,Tuesday,04-Aug-20,06:00,17,0,17,17,0,17,No Group
Leeds Originals,Dortmund Square,2020,August,32,Tuesday,04-Aug-20,07:00,33,0,33,33,0,33,No Group
Leeds Originals,Dortmund Square,2020,August,32,Tuesday,04-Aug-20,08:00,123,0,123,123,0,123,No Group
Leeds Originals,Dortmund Square,2020,August,32,Tuesday,04-Aug-20,09:00,150,0,150,150,0,150,No Group
Leeds Originals,Dortmund Square,2020,August,32,Tuesday,04-Aug-20,10:00,311,0,311,311,0,311,No Group
Leeds Originals,Dortmund Square,2020,August,32,Tuesday,04-Aug-20,11:00,395,0,395,395,0,395,No Group
Leeds Originals,Dortmund Square,2020,August,32,Tuesday,04-Aug-20,12:00,486,0,486,486,0,486,No Group
Leeds Originals,Dortmund Square,2020,August,32,Tuesday,04-Aug-20,13:00,558,0,558,558,0,558,No Group
Leeds Originals,Dortmund Square,2020,August,32,Tuesday,04-Aug-20,14:00,608,0,608,608,0,608,No Group
Leeds Originals,Dortmund Square,2020,August,32,Tuesday,04-Aug-20,15:00,559,0,559,559,0,559,No Group
Leeds Originals,Dortmund Square,2020,August,32,Tuesday,04-Aug-20,16:00,493,0,493,493,0,493,No Group
Leeds Originals,Dortmund Square,2020,August,32,Tuesday,04-Aug-20,17:00,376,0,376,376,0,376,No Group
Leeds Originals,Dortmund Square,2020,August,32,Tuesday,04-Aug-20,18:00,195,0,195,195,0,195,No Group
Leeds Originals,Dortmund Square,2020,August,32,Tuesday,04-Aug-20,19:00,146,0,146,146,0,146,No Group
Leeds Originals,Dortmund Square,2020,August,32,Tuesday,04-Aug-20,20:00,74,0,74,74,0,74,No Group
Leeds Originals,Dortmund Square,2020,August,32,Tuesday,04-Aug-20,21:00,45,0,45,45,0,45,No Group
