AtcoCode,Bearing,CommonName,CreationDateTime,GrandParentLocalityName,Indicator,Landmark,LocalityName,ModificationDateTime,NaptanCode,Notes,NptgLocalityCode,ParentLocalityName,ShortCommonName,StopType,Street
1800EB09601,SW,Two Hundred,2007-11-01T00:00:00,,opp,PLAYING FIELD,Harpurhey,2007-11-01T00:00:00,MANADWPW,,E0028743,Manchester,Two Hundred,BCT,CARISBROOKE ST
1800EB09611,NE,Two Hundred,2015-11-20T00:00:00,,o/s,PUBLIC HOUSE,Harpurhey,2015-11-20T00:00:00,MANADWTA,STOP LOCATION AMENDMENT,E0028743,Manchester,Two Hundred,BCT,CARISBROOKE ST
1800EH18082,S,Two Trees Lane,2005-05-24T00:00:00,,Eh1808,TWO TREES LANE,Haughton Green,2005-05-24T00:00:00,,,E0028759,,,BCT,Mill Lane
1800EH04771,SW,Two Trees Ln,2010-10-19T00:00:00,,adj,HOUSE 355,Haughton Green,2010-10-19T00:00:00,MANAWDJM,INDICATOR AMENDED,E0028759,,Two Trees Ln,BCT,STOCKPORT RD
1800EH48191,NE,Two Trees Ln,2010-11-17T00:00:00,,nr,HOUSE 296,Haughton Green,2010-11-17T00:00:00,MANDJDMT,INDICATOR AMENDED,E0028759,,Two Trees Ln,BCT,STOCKPORT RD
1800EH08051,S,Two Trees Ln,2007-11-01T00:00:00,,opp,HOUSE 16,Haughton Green,2007-11-01T00:00:00,MANTGJMP,,E0028759,,Two Trees Ln,BCT,MILL LN
1800EH18081,N,Two Trees Ln,2007-11-01T00:00:00,,nr,HOUSE 1,Haughton Green,2007-11-01T00:00:00,MANDADMA,,E0028759,,Two Trees Ln,BCT,MILL LN
1800EH18051,NW,Two Trees LnStockport Rd,2007-11-01T00:00:00,,nr,HOUSE 16,Haughton Green,2007-11-01T00:00:00,MANDADJM,,E0028759,,Stockport Rd,BCT,TWO TREES LAE
1800WK31261,NW,Tyldesley Pool,2007-11-01T00:00:00,,o/s,SWIMMING BATHS,Tyldesley,2007-11-01T00:00:00,MANTAGMT,,E0029477,Leigh,Tyldesley Pool,BCT,CASTLE ST
1800WK31281,E,Tyldesley School,2016-08-22T00:00:00,,Stop B,SCHOOL,Tyldesley,2016-08-22T00:00:00,MANTAGPA,STOP NAME AMENDED,E0029477,Leigh,School,BCT,SHUTTLE ST
1800WK31301,W,Tyldesley Sq,2007-11-01T00:00:00,,Stop D,CHURCH,Tyldesley,2007-11-01T00:00:00,MANTAGPD,,E0029477,Leigh,Tyldesley Sq,BCT,ELLIOTT ST
1800WK31531,W,Tyldesley Town Hall,2007-11-01T00:00:00,,Stop E,TOWN HALL,Tyldesley,2007-11-01T00:00:00,MANTAJAJ,,E0029477,Leigh,Town Hall,BCT,MARKET ST
1800EB11961,S,Tymm St,2010-04-15T00:00:00,,nr,HOUSE 262,Moston,2010-04-15T00:00:00,MANAGDJD,INDICATOR AMENDED,N0075088,Manchester,Tymm St,BCT,ST MARYS RD
1800EB11971,N,Tymm St,2010-04-15T00:00:00,,opp,HOUSE 271,Moston,2010-04-15T00:00:00,MANAGDJG,INDICATOR AMENDED,N0075088,Manchester,Tymm St,BCT,ST MARYS RD
1800ED09561,NE,Tyndall St,2007-11-01T00:00:00,,nr,HOUSE 66,Salem,2007-11-01T00:00:00,MANAMGTD,,E0029290,Clarksfield,Tyndall St,BCT,NEW EARTH ST
1800ED10441,SW,Tyndall St,2007-11-01T00:00:00,,opp,HOUSE 66,Salem,2007-11-01T00:00:00,MANTGPTJ,,E0029290,Clarksfield,Tyndall St,BCT,NEW EARTH ST
1800ED09562,NE,Tyndall Street,2006-05-24T00:00:00,,N,TYNDALL STREET,Salem,2006-05-24T00:00:00,,,E0029290,Clarksfield,,BCT,New Earth St
1800WF21051,W,Tynesbank,2014-02-21T00:00:00,,nr,FLATS,Walkden,2014-02-21T00:00:00,MANPJGTM,indicator amended,E0029484,Salford,Tynesbank,BCT,M/CR RD EAST
1800WFH0571,NW,Tynesbank,2007-11-01T00:00:00,Salford,Brougham St,BROUGHAM ST,Ellenbrook,2007-11-01T00:00:00,,,E0028377,Walkden,,BCT,TYNESBANK
1800WF40801,E,Tynesbank,2014-02-18T00:00:00,,opp,HOUSE 4,Walkden,2014-02-18T00:00:00,MANPMAJD,indicator amended,E0029484,Salford,Tynesbank,BCT,M/CR ROAD EAST
1800WFH0572,SE,Tynesbank,2007-11-01T00:00:00,Salford,Brougham St,BROUGHAM ST,Ellenbrook,2007-11-01T00:00:00,,,E0028377,Walkden,,BCT,TYNESBANK
1800WK07781,S,Tyrer Ave,2014-02-13T00:00:00,,nr,HOUSE 234,Newtown,2014-02-13T00:00:00,MANPWAGJ,indicator amended,N0075101,Wigan,Tyrer Ave,BCT,WARRINGTON RD
1800WK07791,N,Tyrer Ave,2014-02-13T00:00:00,,opp,SHOP,Newtown,2014-02-13T00:00:00,MANPWAGM,indicator amended,N0075101,Wigan,Tyrer Ave,BCT,WARRINGTON RD
1800EH10341,W,Ullswater Ave,2007-11-01T00:00:00,,nr,,Crowhill,2007-11-01T00:00:00,MANAWTPT,,E0028298,Ashton Under Lyne,Ullswater Ave,BCT,AMBLESIDE AVE
1800EH04781,E,Ullswater Ave,2007-11-01T00:00:00,,nr,HOUSE 16,Crowhill,2007-11-01T00:00:00,MANAWDJP,,E0028298,Ashton Under Lyne,Ullswater Ave,BCT,KNOWLE AVE
1800WA19541,S,Ullswater St,2014-05-15T00:00:00,,nr,HOUSE 264,Halliwell,2014-05-15T00:00:00,MANPDPMP,indicator amended,E0028738,Bolton,Ullswater St,BCT,BLACKBURN ROAD
1800EH05761,W,Ullswater Terrace,2007-11-01T00:00:00,,nr,MATTERDALE TERR,Ridge Hill,2007-11-01T00:00:00,MANAWGWM,,E0029252,Stalybridge,Ullswater Terrace,BCT,SPRINGS LN
1800NCH1882,S,Ulundi Street,2007-11-01T00:00:00,,Abden Street,ABDEN STREET,Radcliffe,2007-11-01T00:00:00,,,E0029232,Bury,,BCT,ULUNDI STREET
1800NCH1881,N,Ulundi Street,2007-11-01T00:00:00,,Abden Street,ABDEN STREET,Radcliffe,2007-11-01T00:00:00,,,E0029232,Bury,,BCT,ULUNDI STREET
1800WA32331,W,Umberton Farm,2014-04-23T00:00:00,,o/s,HEATON FARM,Hulton Lane Ends,2014-04-23T00:00:00,MANPGDAG,indicator amended,E0028868,Over Hulton,Umberton Farm,BCT,SALFORD ROAD
1800WA32341,E,Umberton Farm,2014-04-23T00:00:00,,opp,HOUSE 103,Hulton Lane Ends,2014-04-23T00:00:00,MANPGDAJ,indicator amended,E0028868,Over Hulton,Umbertom Farm,BCT,SALFORD ROAD
1800WA32291,N,Umberton Road,2014-04-23T00:00:00,,Stop E,HOUSE 66,Over Hulton,2014-04-23T00:00:00,MANPGAWP,indicator amended,E0029181,,Umberton Road,BCT,NEWBROOK ROAD
1800WA32281,S,Umberton Road,2014-04-23T00:00:00,,nr,HOUSE 89,Over Hulton,2014-04-23T00:00:00,MANPGAWM,indicator amended,E0029181,,Umberton Road,BCT,NEWBROOK ROAD
1800WAH0102,W,Un-named link (Seddon La to Affleck Ave),2007-11-01T00:00:00,,Affleck Avenue,AFFLECK AVENUE,Prestolee,2007-11-01T00:00:00,,,E0029220,Farnworth,,BCT,UN-NAMED LINK
1800WAH0101,W,Un-named link (SWbnd),2010-05-13T00:00:00,,Affleck Avenue,AFFLECK AVENUE,Prestolee,2010-05-13T00:00:00,,DIRECTION AMENDED,E0029220,Farnworth,,BCT,UN-NAMED LINK
1800ED22462,E,Under Lane,2006-05-24T00:00:00,,Ed2246,UNDER STREET,White Gate,2006-05-24T00:00:00,,,E0029538,Chadderton,,BCT,Drury Lane
1800ED08441,E,Under Ln,2010-04-16T00:00:00,,opp,WAREHOUSE,White Gate,2010-04-16T00:00:00,MANTGMPJ,INDICATOR AMENDED,E0029538,Chadderton,Under Ln,BCT,DRURY LN
1800ED22461,W,Under Ln,2010-04-16T00:00:00,,nr,INDUSTRIAL UNIT,White Gate,2010-04-16T00:00:00,MANATAWT,INDICATOR AMENDED,E0029538,Chadderton,Under Ln,BCT,DRURY LN
1800SGH1412,W,Underhill,2015-10-07T00:00:00,,None,Underhill,Romiley,2015-10-07T00:00:00,,,E0029261,,,BCT,UNDERHILL
1800SGH1411,E,Underhill (SEbd),2007-11-01T00:00:00,,SE-bound,Underhill (SEbd),Romiley,2007-11-01T00:00:00,,,E0029261,,,BCT,UNDERHILL
1800EH37671,S,Underwood Rd,2010-04-19T00:00:00,,nr,HAREHILL TAVERN,Hattersley,2010-04-19T00:00:00,MANDGDAD,INDICATOR AMENDED,E0028756,,Underwood Rd,BCT,HATTERSLEY RD W
1800EH37661,N,Underwood Rd,2010-11-16T00:00:00,,opp,HOUSE 24,Hattersley,2010-11-16T00:00:00,MANDGAWT,INDICATOR AMENDED,E0028756,,Underwood Rd,BCT,HATTERSLEY RD W
1800NF28751,SE,Unicorn St,2016-01-22T00:00:00,Salford,opp,FLATS 228-238,Peel Green,2016-01-22T00:00:00,MANGMDMD,STOP LOCATION AMENDED,E0029195,Eccles,Unicorn St,BCT,PEEL GREEN RD
1800EH21651,NW,Union Rd,2007-11-01T00:00:00,,nr,HOUSE 237,Hurst Brook,2007-11-01T00:00:00,MANDAJWA,,E0028874,Ashton Under Lyne,Union Rd,BCT,CURZON RD
1800ED11071,SE,Union St,2010-04-15T00:00:00,,nr,WRAYS FURNISH,Oldham,2010-04-15T00:00:00,MANAMPAT,INDICATOR AMENDED,E0057798,,Union St,BCT,WATERLOO ST
1800ED15261,E,Union Street,2008-03-27T00:00:00,,Stop Uc,OLDHAM LYCEUM,Oldham,2008-03-27T00:00:00,MANAPDWT,INDICATOR AMENDED,E0057798,,Union Street,BCT,UNION STREET
1800ED15271,E,Union Street,2008-03-27T00:00:00,,Stop Ub,DHSS OPP,Oldham,2008-03-27T00:00:00,MANAPGAD,INDICATOR AMENDED,E0057798,,Union Street,BCT,UNION STREET
1800ED02091,E,Union Street,2008-03-27T00:00:00,,Stop Ua,SOLICITORS,Oldham,2008-03-27T00:00:00,MANAJTPT,INDICATOR AMENDED,E0057798,,Union Street,BCT,UNION STREET
1800ED15171,E,Union Street,2010-04-15T00:00:00,,nr,CONSERVATIVE CL,Oldham,2010-04-15T00:00:00,MANAPDWG,INDICATOR AMENDED,E0057798,,Union Street,BCT,UNION STREET
1800NEH1851,N,Union Street (to define route),2007-11-01T00:00:00,,High Street,HIGH STREET,Town Head,2007-11-01T00:00:00,,,E0029464,Rochdale,,BCT,UNION STREET
1800NEH1852,S,Union Street (to define route),2007-11-01T00:00:00,,High Street,HIGH STREET,Town Head,2007-11-01T00:00:00,,,E0029464,Rochdale,,BCT,UNION STREET
1800WA41431,NW,Unity Brook,2014-02-28T00:00:00,,o/s,UNITY BROOK PUB,Kearsley,2014-02-28T00:00:00,MANPGMWT,indicator amended,E0028898,Farnworth,Unity Brook,BCT,MANCHESTER RD
1800WA15141,SE,Unity Brook,2007-11-01T00:00:00,,opp,UNITY BROOK PUB,Kearsley,2007-11-01T00:00:00,MANPAPMG,,E0028898,Farnworth,Unity Brook,BCT,MANCHESTER ROAD
1800NE35781,W,Unity St,2007-11-01T00:00:00,,nr,HOUSE 27,Heywood,2007-11-01T00:00:00,MANGDMTW,,E0028791,Rochdale,Unity St,BCT,ARGYLE ST
1800SB30651,NW,University,2016-09-02T00:00:00,,at,STUDENT UNION,Chorlton upon Medlock,2016-09-02T00:00:00,MANGTMJA,STOP LOCATION AMENDED,E0028715,Manchester,University,BCT,OXFORD RD
1800SB30671,SE,University,2016-09-02T00:00:00,,adj,MEDICAL SCHOOL,Chorlton upon Medlock,2016-09-02T00:00:00,MANGTMJD,STOP LOCATION AMENDED,E0028715,Manchester,University,BCT,OXFORD RD
1800SB18711,SE,University,2016-09-01T00:00:00,,nr,MEDICAL SCHOOL,Chorlton upon Medlock,2016-09-01T00:00:00,MANTWPWG,,E0028715,Manchester,University,BCT,OXFORD ROAD
1800SB18721,NW,University,2016-09-01T00:00:00,,o/s,STUDENT UNION,Chorlton upon Medlock,2016-09-01T00:00:00,MANTWPWJ,,E0028715,Manchester,University,BCT,OXFORD RD
1800SB30641,SE,University,2007-11-01T00:00:00,,opp,HOLY NAME,Chorlton upon Medlock,2007-11-01T00:00:00,MANGTMGW,,E0028715,Manchester,University,BCT,OXFORD RD
1800NF40421,SW,University Campus,2007-11-01T00:00:00,,Stop W,SALFORD TECH,Wallness,2007-11-01T00:00:00,MANGPATD,,E0029491,Salford,University Campus,BCT,FREDERICK ROAD
1800NF40411,NE,University Campus,2007-11-01T00:00:00,,Stop V,CAR PARK,Wallness,2007-11-01T00:00:00,MANGPATA,,E0029491,Salford,University Campus,BCT,FREDERICK ROAD
1800WA16521,SW,University of Bolton,2007-11-01T00:00:00,,opp,UNIVERSITY,Gilnow,2007-11-01T00:00:00,MANPAWJD,,E0028439,Bolton,BOLTON UNIVERSITY,BCT,DERBY STREET
1800WA16531,W,University of Bolton,2007-11-01T00:00:00,,nr,BOLTON COLLEGE,Gilnow,2007-11-01T00:00:00,MANPAWJG,,E0028439,Bolton,Bolton University,BCT,DEANE ROAD
1800WA09621,E,University of Bolton,2008-03-27T00:00:00,,opp,BOLTON COLLEGE,Gilnow,2008-03-27T00:00:00,MANJWPAJ,INDICATOR AMENDED,E0028439,Bolton,Bolton University,BCT,DEANE ROAD
1800WA16511,NE,University of Bolton,2007-11-01T00:00:00,,at,UNIVERSITY,Gilnow,2007-11-01T00:00:00,MANPAWJA,,E0028439,Bolton,Bolton University,BCT,DERBY STREET
1800SB18411,S,University of Mcr,2016-05-10T00:00:00,,nr,PARK,Manchester City Centre,2016-05-10T00:00:00,MANTWMJP,STOP NAME AMENDED,E0057786,Manchester,University,BCT,SACKVILLE ST
1800SB02551,N,University of Mcr,2016-05-10T00:00:00,,opp,UNIVERSITY,Manchester City Centre,2016-05-10T00:00:00,MANGPGPM,STOP NAME AMENDED,E0057786,Manchester,University,BCT,SACKVILLE ST
1800SB30621,SE,University Shopping Ctr,2016-09-02T00:00:00,,Stop E,ST PETER HOUSE,Chorlton upon Medlock,2016-09-02T00:00:00,MANGTMGP,STOP LOCATION AMENDED,E0028715,Manchester,Shopping Ctr,BCT,OXFORD RD
1800SB18731,NW,University Shopping Ctr,2016-09-01T00:00:00,,nr,PRECINCT CENTRE,Chorlton upon Medlock,2016-09-01T00:00:00,MANTWPWM,,E0028715,Manchester,Shopping Ctr,BCT,OXFORD RD
1800SB30631,NW,University Shopping Ctr,2007-11-01T00:00:00,,Stop D,PRECINCT CENTRE,Chorlton upon Medlock,2007-11-01T00:00:00,MANGTMGT,,E0028715,Manchester,Shopping Ctr,BCT,OXFORD ROAD
1800SB17091,SE,University Shopping Ctr,2016-09-02T00:00:00,,Stop F,KILBURN BUILD'G,Chorlton upon Medlock,2016-09-02T00:00:00,MANTJTJD,STOP LOCATION AMENDED,E0028715,Manchester,Shopping Ctr,BCT,OXFORD ROAD
1800NC06501,E,Unsworth Library,2011-01-14T00:00:00,Bury,o/s,ROBERT PEEL,Sunnybank,2011-01-14T00:00:00,MANDMWJD,indicator amended,E0029405,Hollins,Unsworth Library,BCT,SUNNY BANK RD
1800NC05551,S,Unsworth Medical Ctr,2011-01-14T00:00:00,Bury,o/s,MEDICAL CENTRE,Unsworth,2011-01-14T00:00:00,MANDMPJW,indicator amended,E0029478,Hollins,Unsworth Medical,BCT,PARR LN
1800NC06441,SW,Unsworth Pole,2007-11-01T00:00:00,Bury,o/s,SHOPS,Unsworth,2007-11-01T00:00:00,MANDMWGJ,,E0029478,Hollins,Unsworth Pole,BCT,PARR LN
1800NC06451,W,Unsworth Pole,2007-11-01T00:00:00,Bury,opp,HOUSE 292,Unsworth,2007-11-01T00:00:00,MANDMWGM,,E0029478,Hollins,Unsworth Pole,BCT,SUNNY BANK RD
1800NC05561,N,Unsworth Pole,2007-11-01T00:00:00,Bury,opp,HOUSE 68,Unsworth,2007-11-01T00:00:00,MANDMPMA,,E0029478,Hollins,Unsworth Pole,BCT,PARR LN
1800ED15591,N,Unsworth Way,2007-11-01T00:00:00,,nr,UNSWORTH WAY,Coldhurst,2007-11-01T00:00:00,MANAPGMJ,,E0028268,Oldham,Unsworth Way,BCT,COLDHURST ST
1800SB12761,N,Upavon Rd,2007-11-01T00:00:00,Manchester,opp,HOUSE 24,Peel Hall,2007-11-01T00:00:00,MANGPWGJ,,E0029196,Wythenshawe,Upavon Rd,BCT,PEEL HALL RD
1800SB12751,S,Upavon Rd,2015-01-09T00:00:00,Manchester,nr,SHOPS,Peel Hall,2015-01-09T00:00:00,MANGPWGD,STOP LOCATION AMENDED,E0029196,Wythenshawe,Upavon Rd,BCT,PEEL HALL RD
1800WF07191,N,Upland Dr,2014-02-21T00:00:00,Salford,opp,HOUSE 31,Greenheys,2014-02-21T00:00:00,MANTGMDM,indicator amended,N0077436,Little Hulton,Upland Dr,BCT,CAPTAIN FOLD RD
1800WF40361,S,Upland Dr,2014-02-19T00:00:00,Salford,nr,HOUSE 106,Greenheys,2014-02-19T00:00:00,MANPJWJA,indicator amended,N0077436,Little Hulton,Upland Dr,BCT,CAPTAIN FOLD RD
1800WF40362,S,Upland Drive,2006-05-19T00:00:00,Salford,House 106,UPLAND DR,Greenheys,2006-05-19T00:00:00,,,N0077436,Little Hulton,,BCT,Captain Fold Rd
1800NEH3451,W,Uplands,2007-11-01T00:00:00,,Uplands,UPLANDS,Alkrington,2007-11-01T00:00:00,,,N0074880,Middleton,,BCT,MOUNT ROAD
1800SB14011,NE,Upper Brook St,2010-03-29T00:00:00,,adj,SCHUSTER LAB,Chorlton upon Medlock,2010-03-29T00:00:00,MANGPWTP,INDICATOR AMENDED,E0028715,Manchester,Upper Brook St,BCT,BRUNSWICK ST
1800EB01761,SE,Upper Brook St,2007-11-01T00:00:00,,nr,HOUSE 3,Brunswick,2007-11-01T00:00:00,MANADGJD,,N0078417,Manchester,Upper Brook St,BCT,PLYMOUTH GR
1800EB02581,SW,Upper Brook St,2010-03-25T00:00:00,,nr,HOUSE 93,Brunswick,2010-03-25T00:00:00,MANADGWP,INDICATOR AMENDED,N0078417,Manchester,Upper Brook St,BCT,BRUNSWICK ST
1800EB01891,NW,Upper Brook St,2007-11-01T00:00:00,,adj,FLATS,Brunswick,2007-11-01T00:00:00,MANADGMW,,N0078417,Manchester,Upper Brook St,BCT,PLYMOUTH GR
1800SJ30051,W,Upper Chorlton Road,2014-10-13T00:00:00,,adj,HOUSE 1,Whalley Range,2014-10-13T00:00:00,MANJTDPA,INDICATOR AMENDED,E0029530,Manchester,Upper Chorlton Rd,BCT,KINGS ROAD
1800SJ30061,E,Upper Chorlton Road,2014-10-13T00:00:00,,nr,TA CENTRE,Whalley Range,2014-10-13T00:00:00,MANJTDPD,INDICATOR AMENDED,E0029530,Manchester,Upper Chorlton Rd,BCT,KINGS ROAD
1800EB01941,SE,Upper Kent Rd,2007-11-01T00:00:00,,Stop A,GRASS LAND,Rusholme,2007-11-01T00:00:00,MANADGPM,,E0029284,Manchester,Upper Kent Rd,BCT,ANSON RD
1800EB33421,SE,Upper Monsall St,2007-11-01T00:00:00,Manchester,opp,RECREATION GRND,Monsall,2007-11-01T00:00:00,MANAJADM,,E0029076,Collyhurst,Upper Monsall St,BCT,MONSALL RD
1800EB17011,NW,Upper Monsall St,2012-09-26T00:00:00,Manchester,nr,RECREATION GRND,Monsall,2012-09-26T00:00:00,MANTPWJD,,E0029076,Collyhurst,Upper Monsall St,BCT,MONSALL RD
1800NF41291,N,Upper Park Rd,2011-03-11T00:00:00,,Stop E,HOUSE 129,Cheetham Hill,2011-03-11T00:00:00,MANGPDPD,INDICATOR AMENDED,E0028704,Manchester,Upper Park Rd,BCT,LEICESTER RD
1800NFH1691,NW,Upper Park Road,2007-11-01T00:00:00,Salford,Nr Flats,Upper Park Road,Broughton Park,2007-11-01T00:00:00,,,E0028630,Higher Broughton,,BCT,UPPER PARK ROAD
1800NFH1692,SE,Upper Park Road,2007-11-01T00:00:00,Salford,Nr Flats,Upper Park Road,Broughton Park,2007-11-01T00:00:00,,,E0028630,Higher Broughton,,BCT,UPPER PARK ROAD
1800ED08131,S,Uppermill Turning Area,2010-05-25T00:00:00,,on,TURNING CIRCLE,Uppermill,2010-05-25T00:00:00,MANAMDMW,POSITION AMENDED,E0029480,,Uppermill Turning,BCT,HIGH ST
1800ED08241,W,Uppermill Turning Area,2010-10-15T00:00:00,,adj flats,FLATS,Uppermill,2010-10-15T00:00:00,MANAMDPD,NAME AMENDED,E0029480,,Uppermill Turning,BCT,HIGH ST
1800ED08111,E,Uppermill Turning Area,2010-04-15T00:00:00,,in,TURNING CIRCLE,Uppermill,2010-04-15T00:00:00,MANAMDMP,INDICATOR AMENDED,E0029480,,Uppermill Turning,BCT,HIGH ST
1800ED08121,E,Uppermill Turning Area,2010-05-25T00:00:00,,at,TURNING CIRCLE,Uppermill,2010-05-25T00:00:00,MANAMDMT,POSITION AMENDED,E0029480,,Uppermill Turning,BCT,HIGH ST
1800ED08141,W,Uppermill Turning Area,2010-10-15T00:00:00,,nr,TURNING CIRCLE,Uppermill,2010-10-15T00:00:00,MANAMDPA,INDICATOR AMENDED,E0029480,,Uppermill Turning,BCT,HIGH ST
1800ED11871,W,Uppermill Turning Circle,2010-05-25T00:00:00,,o/s flats,TURNING CIRCLE,Uppermill,2010-05-25T00:00:00,MANTGDTD,POSITION AMENDED,E0029480,,Uppermill Turning,BCT,UPPERMILL T/CIR
1800NEH0741,N,Upperstone Dr (NW bnd),2011-02-07T00:00:00,,Leyfield Road,LEYFIELD ROAD,Milnrow,2011-02-07T00:00:00,,DIRECTION AMENDED,E0029072,Rochdale,,BCT,UPPERSTONE DR
1800NEH0742,E,Upperstone Drive,2007-11-01T00:00:00,,Leyfield Road,LEYFIELD ROAD,Milnrow,2007-11-01T00:00:00,,,E0029072,Rochdale,,BCT,UPPERSTONE DR
1800NE07831,W,Upton Cl,2011-03-01T00:00:00,Middleton,nr,HOUSE 2,Alkrington Garden Village,2011-03-01T00:00:00,MANDWMJM,NAME/INDICATOR AMENDED,E0028256,Alkrington,Upton Close,BCT,HARDFIELD ROAD
1800WKH1711,S,Upton Rd (SWbnd),2010-05-06T00:00:00,,,UPTON RD,Hag Fold,2010-05-06T00:00:00,,DIRECTION AMENDED,E0028727,Atherton,,BCT,SPRINGFIELD RD
1800WKH1712,S,Upton Road,2007-11-01T00:00:00,,Upton Road,UPTON ROAD,Hag Fold,2007-11-01T00:00:00,,,E0028727,Atherton,,BCT,SPRINGFIELD RD
1800SJ41011,NW,Urban Avenue,2014-10-09T00:00:00,,opp,HOUOSE 103,Altrincham,2014-10-09T00:00:00,MANJTJDA,INDICATOR AMENDED,E0028261,,Urban Avenue,BCT,MOSS LANE
1800SJ41001,SE,Urban Avenue,2014-10-09T00:00:00,,nr,HOUSE 111,Altrincham,2014-10-09T00:00:00,MANJTJAW,INDICATOR AMENDED,E0028261,,Urban Avenue,BCT,MOSS LANE
1800SJR0351,,Urmston,2005-05-24T00:00:00,,Station Road - Flixton Road,FLIXTON ROAD,Urmston,2005-05-24T00:00:00,,,E0029481,,,RSE,Station Road
1800SJH1782,S,Urmston Grammar School,2007-11-01T00:00:00,,Moorside Road,MOORSIDE ROAD,Urmston,2007-11-01T00:00:00,,,E0029481,,,BCT,NEWTON ROAD
1800SJH1781,N,Urmston Grammar School,2007-11-01T00:00:00,,Moorside Road,MOORSIDE ROAD,Urmston,2007-11-01T00:00:00,,,E0029481,,,BCT,NEWTON ROAD
1800SJ01261,E,Urmston Hotel,2014-05-19T00:00:00,,o/s,URMSTON HOTEL,Stretford,2014-05-19T00:00:00,MANJMTGD,INDICATOR AMENDED,N0075174,,Urmston Hotel,BCT,STRETFORD ROAD
1800SJ01091,W,Urmston Hotel,2014-05-19T00:00:00,,opp,URMSTON HOTEL,Stretford,2014-05-19T00:00:00,MANJMPWP,INDICATOR AMENDED,N0075174,,Urmston Hotel,BCT,STRETFORD ROAD
1800SJ01271,E,Urmston Hotel,2014-05-19T00:00:00,,adj,SHOPS,Stretford,2014-05-19T00:00:00,MANJMTGJ,INDICATOR AMENDED,N0075174,,Urmston Hotel,BCT,STRETFORD ROAD
1800SJH0701,S,Urmston Junior School,2007-11-01T00:00:00,,Newton Road,NEWTON ROAD,Urmston,2007-11-01T00:00:00,,,E0029481,,,BCT,HEREFORD GROVE
1800SJH0702,N,Urmston Junior School,2007-11-01T00:00:00,,Newton Road,NEWTON ROAD,Urmston,2007-11-01T00:00:00,,,E0029481,,,BCT,HEREFORD GROVE
1800SJ16441,NE,Urmston Leisure Centre,2014-09-19T00:00:00,,opp,THE SPINNEY,Flixton,2014-09-19T00:00:00,MANJTDJP,INDICATOR AMENDED,E0028410,,Leisure Centre,BCT,BOWFELL ROAD
1800SJ02861,SW,Urmston Leisure Centre,2014-09-19T00:00:00,,o/s,SCHOOL,Flixton,2014-09-19T00:00:00,MANJPDGA,INDICATOR AMENDED,E0028410,,Leisure Centre,BCT,BOWFELL ROAD
1800SJ01141,N,Urmston Library,2007-11-01T00:00:00,,Stop E,SHOPPING CENTRE,Urmston,2007-11-01T00:00:00,MANJMTAM,,E0029481,,Urmston Library,BCT,CROFTS BANK RD
1800SJ01211,S,Urmston Library,2007-11-01T00:00:00,,Stop G,SOLICITORS,Urmston,2007-11-01T00:00:00,MANJMTDM,,E0029481,,Urmston Library,BCT,CROFTS BANK RD
1800SJ01151,N,Urmston Library,2007-11-01T00:00:00,,Stop F,SAINSBURYS,Urmston,2007-11-01T00:00:00,MANJMTAP,,E0029481,,Urmston Library,BCT,CROFTS BANK RD
1800SJ18651,W,Urmston Mens Club,2016-05-17T00:00:00,,o/s,SOCIAL CLUB,Urmston,2016-05-17T00:00:00,MANTWPMG,,E0029481,,Urmston Mens Club,BCT,HIGHER RD
1800URMSTON0,,Urmston Rail Station,2005-02-02T00:00:00,,Entrance,,Urmston,2005-02-02T00:00:00,,,E0029481,,,RSE,Car Park
1800URMSTON1,,Urmston Rail Station,2005-02-02T00:00:00,,Entrance,,Urmston,2005-02-02T00:00:00,,,E0029481,,,RSE,Flixton Rd
1800SJ02401,W,Urmston Station,2007-11-01T00:00:00,,Stop A,SHOPS,Urmston,2007-11-01T00:00:00,MANJPAJD,,E0029481,,Urmston Station,BCT,FLIXTON ROAD
1800SJ02391,E,Urmston Station,2007-11-01T00:00:00,,Stop B,SHOPPING CTR,Urmston,2007-11-01T00:00:00,MANJPAJA,,E0029481,,Urmston Station,BCT,FLIXTON ROAD
1800ED27181,E,Vaal St,2008-03-26T00:00:00,,opp,CATHOLIC CENTRE,Werneth,2008-03-26T00:00:00,MANATGJW,INDICATOR AMENDED,E0029517,Oldham,Vaal St,BCT,CHAMBER RD
1800ED27171,W,Vaal St,2008-03-26T00:00:00,,nr,HOUSE 555,Werneth,2008-03-26T00:00:00,MANATGJT,INDICATOR AMENDED,E0029517,Oldham,Vaal St,BCT,CHAMBER RD
1800EH38101,E,Vale Ave,2010-04-20T00:00:00,,opp,HOUSE 131,Godley,2010-04-20T00:00:00,MANDGDTM,INDICATOR AMENDED,E0028445,Hyde,Vale Ave,BCT,SHEFFIELD RD
1800NC05961,SW,Vale Ave,2007-11-01T00:00:00,Bury,nr,HOUSE 151,Warth Fold,2007-11-01T00:00:00,MANDMTGT,,E0029500,Redvales,Vale Ave,BCT,RADCLIFFE RD
1800NC05971,NE,Vale Ave,2007-11-01T00:00:00,Bury,opp,,Warth Fold,2007-11-01T00:00:00,MANDMTGW,,E0029500,Redvales,Vale Ave,BCT,RADCLIFFE RD
